user ID,Name,Age,Gender,Academic Background,Field of Study,Skills,Industry Interest,Job Type Interest,Location Interest,Salary Expectation (in USD),desired company
994051,Kynlee,41,Female,Bachelor's degree,Economics,"Econometrics, Microeconomics, Statistical Analysis",Manufacturing,Full-time,Los Angeles,85000, Lyft
959998,Jakob,31,Male,Bachelor's degree,Education,"Curriculum Design, Teaching, Classroom Management",Healthcare,Full-time,Toronto,30000, Tesla
962485,Abrielle,23,Female,Master's degree,Public Health,"Epidemiology, Biostatistics, Health Policy",Finance,Contract,Washington DC,45000, Twitter
987367,Deangelo,30,Male," bachelor""s degree",Graphic Design,"Adobe Creative Suite, Illustration, Typography",Media,Part-time,Seattle,70000, LinkedIn
973131,Cambria,22,Female,Associate's degree,Environmental Science,"GIS, Fieldwork, Environmental Policy",Construction,Full-time,London,75000, Square
992844,,52,Male,Bachelor's degree,International Business,"Cross-cultural Communication, Global Marketing",Science,Freelance,Miami,80000, Dropbox
977583,,42,Female,Bachelor's degree,Computer Science,"Java, Python, Data Structures",Consulting,Full-time, New York,40000, Box
972770,Mikael,31,Male,Master's degree,Business,"Finance, Accounting, Microsoft Excel",Education,Contract, California,60000, Atlassian
979501,Fallon,18,Female," bachelor""s degree",health,"medicals, Customer Service, Communication",Healthcare,Part-time, Texas,20000, Slack Technologies
573062,Darien,26,Male,Bachelor's degree,Nursing,"Patient Care, Medical Terminology",Design,Freelance, Florida,65000, Zoom Video Communications
988210,Lilia,0,Female,Master's degree,Marketing,"Digital Marketing, Social Media",Environment,Full-time, Ohio,50000, DocuSign
968065,Rashawn,40,Male,Master's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",Business,Full-time, Oregon,90000, Okta
993821,Lark,46,Female,Bachelor's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Health care,Contract, Colorado,100000, Twilio
966343,Kael,33,Male,Bachelor's degree,Computer Science,"C++, Java, Web Development",Finance,Part-time, Georgia,65000, Zscaler
993607,Myka,38,Female,Master's degree,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",healthcare,Full-time, Michigan,85000, CrowdStrike Holdings
986735,Gael,28,Male,Bachelor's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Technology,Freelance, Arizona,30000, Fortinet
982958,Antonia,21,Female,Bachelor's degree,IT,"Network Security, Troubleshooting, Linux",Agriculture,Full-time," Alberta, Canada",45000, Palo Alto Networks
984232,Sincere,27,Female,Bachelor's degree,Marketing,"Market Research, Strategic Planning",Energy,Full-time," Sindh, Pakistan",70000, CyberArk Software
960869,Clio,43,Female,Master's degree,Computer Science,"excel, Python, Data Structures",Retail,Internship," Sao Paulo, Brazil",75000, Check Point Software Technologies
961361,Jakobe,44,Male,Bachelor's degree,Computer Science,"power bi, Python, Data Structures",Technology,Freelance," Yucatan, Mexico",85000, VMware
994202,Siena,42,Male,Master's degree,Computer Science,"Rstudio, Python, Data Structures",Transportation,Part-time," Eastern Cape, South Africa",25000, Red Hat
986354,Jaziel,30,Male,Bachelor's degree,Computer Science,"Rstudio, Python, Data Structures",Marketing,Full-time," Hubei, China",55000, ServiceNow
979450,Calliope,33,Female,Bachelor's degree,Computer Science,"Rstudio, Python, Data Structures",Media,Full-time," Lombardy, Italy",65000, Salesforcecom
966882,Keanu,21,Male,Master's degree,Industrial Engineering,Process design and optimization Lean manufacturing Quality control,Consulting,Contract," Ogun, Nigeria",55000, Adobe
966818,Mariam,38,Male,Bachelor's degree,Psychology,Cognitive behavioral therapy Psychometric testing Research design and analysis,Technology,Full-time," Odisha, India",35000, Autodesk
963046,Davina,18,Female,Master's degree,Environmental Science,Data analysis and interpretation Ecosystem modeling Climate change adaptation planning,Technology,Contract," Canterbury, New Zealand",45000, Ansys
986092,Bronson,26,Male,Associate's degree,Computer Science,Algorithm design and analysis Object-oriented programming Database management,Technology,Part-time," Paris, France",80000, Splunk
966529,Ayana,26,Female,Bachelor's Degree ,Journalism,Investigative reporting Multimedia storytelling Data journalism,Technology,Full-time," London, United Kingdom",45000, Elastic
995090,Elyse,36,Female,Master's Degree ,Mechanical Engineering,Material science CAD modeling and simulation Robotics,Technology,Freelance," Berlin, Germany",55000, Cloudflare
993975,Thaddeus,35,male,Bachelor's Degree ,Business Administration,Financial analysis and forecasting Strategic planning Project management,technology,Full-time," Madrid, Spain",35000, Snowflake
656130,Lilia,27,female,Master's Degree ,Biology,Genetic analysis and manipulation Microscopy and imaging techniques Field research and data collection,healthcare,Full-time," Rome, Italy",75000, Datadog
979332,Jovanni,22,female,Bachelor's Degree ,Graphic Design,Typography and layout design Branding and identity design User experience design,Construction,Internship," Moscow, Russia",45000, Sumo Logic
898970,Jazmin,22,male,Bachelor's Degree ,Political Science,Comparative politics international relations Political theory,Technology,Freelance," Amsterdam, Netherlands",40000, MongoDB
780698,Jaxxon,25,female,Master's Degree ,Anthropology,Ethnographic field methods Cultural analysis and interpretation Linguistic anthropology,media,Full-time," Vienna, Austria",35000, UiPath
981515,Zora,49,,Bachelor's degree,physcics ,Quantum mechanics Mathematical modeling and simulation Experimental design and data analysis,construction,Full-time," Athens, Greece",30000, Roblox
984525,Emilio,36,,Master's Degree ,education,Curriculum design and evaluation Classroom management and instruction Educational psychology and assessment,fintech,Contract," Lisbon, Portugal",65000, Epic Games
987688,Adele,22,,master's degree,marketing,Market research and analysis Brand management Digital marketing and advertising,healthcare,Full-time," Copenhagen, Denmark",85000, Unity Technologies
967325,Luciano,30,,Master's Degree ,Linguistics,Phonetics and phonology Semantics and pragmatics Language acquisition and development,Technology,Full-time," Brussels, Belgium",30000, Nintendo
993613,Emme,42,,master's degree,Architecture,Architectural drafting and design Building materials and construction techniques Sustainable design and green building,media,Contract," Helsinki, Finland",45000, Activision Blizzard
971209,Foster,22,,Master's Degree ,chemistry,Chemical synthesis and analysis Spectroscopy and analytical techniques Biochemistry and molecular biology,healthcare,Full-time," Oslo, Norway",70000, Electronic Arts
988062,Elsie,34,Male+D43B100D2:D65,"master""s degree",social work ,Case management and client assessment Crisis intervention and counseling Policy analysis and advocacy,Technology,Full-time," Stockholm, Sweden",75000, Take-Two Interactive Software
977681,Konnor,37,Female,Bachelor's degree,music,Music theory and composition Performance technique and interpretation Music technology and production,education,Full-time," Zurich, Switzerland",80000, Shopify
993942,Tamia,29,Male,Master's degree,history,Historical research and interpretation Archival research and documentation Oral history interviewing and analysis,media,Contract," Warsaw, Poland",40000, Square Enix Holdings
969259,Dashawn,22,Female," bachelor""s degree",economics,Micro and macroeconomic analysis Econometrics and statistical analysis Game theory and decision-making,education,Part-time," Budapest, Hungary",60000, Rakuten
982669,Karys,25,Male,Associate's degree,theather,Acting technique and performance Stagecraft and production design Dramaturgy and playwriting,Construction,Full-time," Dubrovnik, Croatia",20000, MercadoLibre
988837,Yahir,36,Female,Bachelor's degree,Public Health,Epidemiological research and analysis Health policy and management Community health promotion and education,Manufacturing,Freelance," Reykjavik, Iceland",50000, Sea Limited
992483,Malani,37,Male,Master's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,media ,Full-time," Edinburgh, United Kingdom",90000, Zendesk
995674,Ajay,18,Female,Bachelor's degree,Criminal Justice,"Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy
Criminal Justice",media ,Full-time," Dublin, Ireland",90000, Atlassian
971995,Kailyn,36,Male,Master's degree,art history ,Art criticism and theory Museum studies and curation Visual culture and media studies,media,Internship," Prague, Czech Republic",120000, Dropbox
970779,Cortez,30,Female,Bachelor's degree,Mathematics,Calculus and advanced algebra Geometry and topology Probability and statistics,fintech,Freelance," Tallinn, Estonia",110000, HubSpot
983434,Azalea,23,Female,Associate's degree,sociology ,Social research methods Cultural analysis and interpretation Social inequality and stratification,media,Part-time," Riga, Latvia",100000, Smartsheet
712362,Grey,35,Male,Bachelor's degree,public relation,"
Media relations and communication Crisis management and reputation repair Event planning and coordination",education,Full-time," Vilnius, Lithuania",130000, DocuSign
965357,Aniston,48,Female,Associate's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,media,Full-time," Sofia, Bulgaria",150000, Square
989621,Darian,41,Male,Master's degree,Aerospace Engineering,Aerodynamics and fluid mechanics Materials science and engineering Control systems and instrumentation,media,Contract," Bucharest, Romania",65000, Splunk
965843,Jayceon,39,Male,Bachelor's degree,Communication Studies,Interpersonal communication and relationships Mass media and communication technology Organizational communication and management,media,Full-time," Belgrade, Serbia",85000, RingCentral
964465,Kallie,37,Female,Bachelor's degree,English Literature,Literary analysis and interpretation Creative writing and composition Rhetoric and composition theory,education,Full-time," Sarajevo, Bosnia and Herzegovina",30000, Cloudera
992279,Jagger,21,Male,Master's degree,Computer Science,"Java, Python, Data Structures",media ,Contract," Bratislava, Slovakia",45000, PagerDuty
978777,Miya,24,Female," bachelor""s degree",Business,"Finance, Accounting, Microsoft Excel",media,Part-time," Ljubljana, Slovenia",70000, Asana
979303,Kian,36,Male,Associate's degree,N/A,"Sales, Customer Service, Communication",media,Full-time," Zagreb, Croatia",75000, Dynatrace
960820,Antonella,38,Male,Bachelor's degree,Nursing,"Patient Care, Medical Terminology",Manufacturing,Freelance," Marseille, France",80000, MongoDB
992538,Devan,41,Female,Bachelor's degree,Marketing,"Digital Marketing, Social Media",media,Full-time," Lyon, France",40000, Slack Technologies
962898,Milania,32,Male,Master's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",education,Contract," Munich, Germany",60000, Datadog
974058,Kasey,36,Female," bachelor""s degree",Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Industry Interest,Part-time," Hamburg, Germany",20000, JFrog
977336,Rain,33,Male,Bachelor's degree,Computer Science,"C++, Java, Web Development",Technology,Freelance," Cologne, Germany",65000, Cloudflare
974884,Kenyon,31,Female,Master's degree,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Finance,Full-time," Frankfurt, Germany",50000, Snowflake
986059,Marina,33,Male,Master's degree,Culinary Arts,"Cooking, Food Safety, Kitchen Management",Retail,Full-time," Dresden, Germany",90000, ZoomInfo Technologies
960441,Jair,38,Female,Bachelor's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Healthcare,Contract," Salzburg, Austria",100000, Zscaler
993074,Casey,33,Male,Bachelor's degree,IT,"Network Security, Troubleshooting, Linux",Marketing,Part-time," Krakow, Poland",65000, CrowdStrike Holdings
979569,Kristina,33,Female,Master's degree,Marketing,"Market Research, Strategic Planning",Healthcare,Full-time," Gdansk, Poland",85000, Twilio
964995,Aditya,39,Male,Bachelor's degree,Environmental Sc.,"GIS, Environmental Sampling, Data Analysis",Engineering,Freelance," Valencia, Spain",30000, Appian
990793,Noor,33,Female,Bachelor's degree,Computer Science,"Java, Python, Data Structures",Technology,Full-time," Malaga, Spain",45000, Domo
974605,Jakayla,35,Male,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",Architecture,Full-time," Porto, Portugal",70000, Coupa Software
981123,Alena,39,Female,Master's degree,N/A,"Sales, Customer Service, Communication",Hospitality,Internship," Krakow, Poland",75000, Anaplan
593469,Mekhi,38,Male,Bachelor's degree,Nursing,"Patient Care, Medical Terminology",Finance,Freelance," Saint Petersburg, Russia",85000, Zillow Group
961274,Addyson,23,Female,Master's degree,Marketing,"Digital Marketing, Social Media",Technology,Part-time," Geneva, Switzerland",25000, Chewy
967906,Marley,27,Male,Bachelor's degree,Engineering,"MATLAB, SolidWorks, CAD",Marketing,Full-time, Monaco,55000, Peloton Interactive
964697,Kairo,31,Female,Bachelor's degree,Psychology,"Counseling, Psychotherapy",Environmental Sc.,Full-time," New York City, USA",65000, Beyond Meat
964955,Jaylyn,42,Female,Master's degree,N/A,"Hospitality, Cooking, Time Management",Technology,Contract," Los Angeles, USA",55000, Moderna
984305,Cedric,31,Female,Bachelor's degree,Graphic Design,"Adobe Photoshop, Illustrator",Finance,Full-time," Chicago, USA",35000, CRISPR Therapeutics
13110,Amalia,27,Male,Master's degree,Education,"Curriculum Design, Teaching",Retail,Contract," Toronto, Canada",45000, Illumina
982049,Lucien,34,Male,Associate's degree,Marketing,"Marketing Analytics, Market Research, Advertising",Healthcare,Part-time," Montreal, Canada",80000, Vertex Pharmaceuticals
977643,Legacy,40,Male,Bachelor's Degree ,Mechanical Engineering,"CAD, FEA, Design for Manufacturing",Marketing,Full-time," Vancouver, Canada",45000, Nvidia
972204,Jaxen,24,Female,Master's Degree ,Psychology,"Counseling, Research Methods, Communication",Engineering,Freelance," Mexico City, Mexico",55000, Advanced Micro Devices
966601,Selina,31,Male,Bachelor's Degree ,Finance,"Financial Analysis, Investment Management",Healthcare,Full-time," Miami, USA",35000, Qualcomm
942892,Kylen,45,Male,Master's Degree ,Journalism,"Writing, Editing, Social Media Management",Hospitality,Full-time," San Francisco, USA",75000, Micron Technology
964339,Celine,28,Female,Bachelor's Degree ,Civil Engineering,"AutoCAD, Construction Management, Project Planning",Creative,Internship," Washington DC, USA",45000, Western Digital
969302,Kase,22,Male,Bachelor's Degree ,Biology,"Lab Techniques, Research Methodology, Data Analysis",Education,Freelance," Boston, USA",40000, Seagate Technology
967546,Lyra,31,Female,Master's Degree ,Economics,"Econometrics, Microeconomics, Statistical Analysis",Marketing,Full-time," Seattle, USA",35000, Broadcom
964058,Rayan,22,Female,Bachelor's degree,Education,"Curriculum Design, Teaching, Classroom Management",Manufacturing,Full-time," Austin, USA",30000, Marvell Technology Group
969689,Naima,26,male,Master's Degree ,Public Health,"Epidemiology, Biostatistics, Health Policy",Healthcare,Contract," Houston, USA",65000, NXP Semiconductors
975581,Brylee,33,female,master's degree,Graphic Design,"Adobe Creative Suite, Illustration, Typography",Finance,Full-time," Dallas, USA",85000, ASML Holding
970972,Ronan,20,female,Master's Degree ,Environmental Science,"GIS, Fieldwork, Environmental Policy",Media,Full-time," San Diego, USA",30000, Lam Research
987653,Arielle,27,male,master's degree,International Business,"Cross-cultural Communication, Global Marketing",Construction,Contract," Phoenix, USA",45000, Applied Materials
967926,Kaiden,19,female,Master's Degree ,Computer Science,"Java, Python, Data Structures",Science,Full-time," Atlanta, USA",70000, KLA Corporation
960847,Adilene,32,,"master""s degree",Business,"Finance, Accounting, Microsoft Excel",Consulting,Full-time," Denver, USA",75000, Texas Instruments
972508,Zaid,25,,Bachelor's degree,health,"medicals, Customer Service, Communication",Education,Full-time," Nashville, USA",80000, Analog Devices
971284,Dariana,22,,Master's degree,Nursing,"Patient Care, Medical Terminology",Healthcare,Contract," Portland, USA",40000, Maxim Integrated Products
974053,Darnell,32,," bachelor""s degree",Marketing,"Digital Marketing, Social Media",Design,Part-time," Calgary, Canada",60000, Infineon Technologies
706991,Zaniyah,29,,Associate's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",Environment,Full-time," Ottawa, Canada",20000, STMicroelectronics
981307,Deshawn,21,,Bachelor's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Business,Freelance," Quebec City, Canada",50000, Siemens
995155,Aracely,36,Male+D43B100D2:D66,Master's degree,Computer Science,"C++, Java, Web Development",Health care,Full-time," Guadalajara, Mexico",90000, ABB
985247,Boaz,34,Female,Bachelor's degree,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Finance,Full-time," Cancun, Mexico",90000, Schneider Electric
42871,Laniyah,27,Male,Master's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",healthcare,Internship," Tijuana, Mexico",120000, Honeywell International
972910,Rowen,44,Female,Bachelor's degree,IT,"Network Security, Troubleshooting, Linux",Technology,Freelance," Edmonton, Canada",110000, Johnson Controls International
964923,Alora,22,Male,Associate's degree,Marketing,"Market Research, Strategic Planning",Agriculture,Part-time," Winnipeg, Canada",100000, Rockwell Automation
989558,Jericho,32,Female,Bachelor's degree,Computer Science,"excel, Python, Data Structures",Energy,Full-time," Anchorage, USA",130000, Emerson Electric
977206,Tegan,34,Male,Associate's degree,Computer Science,"power bi, Python, Data Structures",Retail,Full-time," Honolulu, USA",150000, General Electric
969876,Maxim,35,Female,Master's degree,Computer Science,"Rstudio, Python, Data Structures",Technology,Contract," Tampa, USA",65000, Raytheon Technologies
916290,Imani,32,Male,Bachelor's degree,Computer Science,"Rstudio, Python, Data Structures",Transportation,Full-time," Charlotte, USA",85000, Lockheed Martin
988679,Fox,35,Female,Bachelor's degree,Computer Science,"Rstudio, Python, Data Structures",Marketing,Full-time," Philadelphia, USA",30000, Northrop Grumman
972834,Amora,18,Female,Master's degree,Industrial Engineering,Process design and optimization Lean manufacturing Quality control,Media,Contract," Las Vegas, USA",45000, Boeing
977945,Tristin,28,Male," bachelor""s degree",Psychology,Cognitive behavioral therapy Psychometric testing Research design and analysis,Consulting,Part-time," Salt Lake City, USA",70000, Airbus
980226,Zaylee,48,Female,Associate's degree,Environmental Science,Data analysis and interpretation Ecosystem modeling Climate change adaptation planning,Technology,Full-time," San Antonio, USA",75000, BAE Systems
978407,Mckinley,29,Male,Bachelor's degree,Computer Science,Algorithm design and analysis Object-oriented programming Database management,Technology,Freelance," Indianapolis, USA",80000, Thales Group
970598,Micaela,29,Male,Bachelor's degree,Journalism,Investigative reporting Multimedia storytelling Data journalism,Technology,Full-time," Kansas City, USA",40000, Rolls-Royce Holdings
977035,Kean,21,Female,Master's degree,Mechanical Engineering,Material science CAD modeling and simulation Robotics,Technology,Contract," Columbus, USA",60000, Honeywell Aerospace
185623,Maryjane,32,Male," bachelor""s degree",Business Administration,Financial analysis and forecasting Strategic planning Project management,Technology,Part-time," Louisville, USA",20000, Safran
989878,Musa,24,Female,Bachelor's degree,Biology,Genetic analysis and manipulation Microscopy and imaging techniques Field research and data collection,technology,Freelance," Memphis, USA",65000, Leonardo
901998,Amayah,23,Male,Master's degree,Graphic Design,Typography and layout design Branding and identity design User experience design,healthcare,Full-time," New Orleans, USA",50000, Capgemini
992530,Lathan,23,Male,Master's degree,Political Science,Comparative politics international relations Political theory,Construction,Full-time," Oklahoma City, USA",90000, Accenture
987324,Ellery,22,Female,Bachelor's degree,Anthropology,Ethnographic field methods Cultural analysis and interpretation Linguistic anthropology,Technology,Contract," Omaha, USA",100000, Infosys
997914,Jaidyn,37,Male,Bachelor's degree,physcics ,Quantum mechanics Mathematical modeling and simulation Experimental design and data analysis,media,Part-time," Pittsburgh, USA",65000, Tata Consultancy Services
539647,Karissa,32,Female,Master's degree,education,Curriculum design and evaluation Classroom management and instruction Educational psychology and assessment,construction,Full-time," Raleigh, USA",85000, Wipro
983648,Kellan,23,Male,Bachelor's degree,marketing,Market research and analysis Brand management Digital marketing and advertising,fintech,Freelance," Sacramento, USA",30000, Cognizant Technology Solutions
961529,Lyanna,44,Female,Bachelor's degree,Linguistics,Phonetics and phonology Semantics and pragmatics Language acquisition and development,healthcare,Full-time," San Jose, USA",45000, HCL Technologies
989284,Aron,33,Male,Bachelor's degree,Architecture,Architectural drafting and design Building materials and construction techniques Sustainable design and green building,Technology,Full-time," St Louis, USA",70000, DXC Technology
985106,Faye,33,Female,Master's degree,chemistry,Chemical synthesis and analysis Spectroscopy and analytical techniques Biochemistry and molecular biology,media,Internship,,75000, Atos
828524,Kysen,26,Male,Bachelor's degree,social work ,Case management and client assessment Crisis intervention and counseling Policy analysis and advocacy,healthcare,Freelance,New York,85000, CGI Inc
968353,Avianna,23,Female,Master's degree,music,Music theory and composition Performance technique and interpretation Music technology and production,Technology,Part-time,London,25000, Fujitsu
320113,Nikolai,31,Male,Bachelor's degree,history,Historical research and interpretation Archival research and documentation Oral history interviewing and analysis,education,Full-time,Chicago,55000, NEC
957774,Zainab,26,Female,Bachelor's degree,economics,Micro and macroeconomic analysis Econometrics and statistical analysis Game theory and decision-making,media,Full-time,Los Angeles,65000, Hitachi
974645,Kolt,37,Male,Master's degree,theather,Acting technique and performance Stagecraft and production design Dramaturgy and playwriting,education,Contract,Toronto,55000, Sony Corporation
969670,Aiyana,24,Female,Bachelor's degree,Public Health,Epidemiological research and analysis Health policy and management Community health promotion and education,Construction,Full-time,Washington DC,35000, LG Electronics
964716,Rocco,33,Male,Master's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,Manufacturing,Contract,San Francisco,45000, Samsung Electronics
971274,Jurnee,0,Female,Associate's degree,Criminal Justice,"Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy
Criminal Justice",media ,Part-time,Seattle,80000, Huawei Technologies
897638,Jairus,42,Male,Bachelor's Degree ,art history ,Art criticism and theory Museum studies and curation Visual culture and media studies,media ,Full-time,London,45000, ZTE Corporation
993617,Journee,33,Female,Master's Degree ,Mathematics,Calculus and advanced algebra Geometry and topology Probability and statistics,media,Freelance,Miami,55000, Xiaomi Corporation
968498,Dangelo,0,Female,Bachelor's Degree ,sociology ,Social research methods Cultural analysis and interpretation Social inequality and stratification,fintech,Full-time,New York,35000, Lenovo Group
988267,Taryn,19,Female,Master's Degree ,public relation,"
Media relations and communication Crisis management and reputation repair Event planning and coordination",media,Full-time,Dallas,75000, HP Inc
996466,Kaylen,20,Male,Bachelor's Degree ,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,education,Internship,Los Angeles,45000, Dell Technologies
972430,Alondra,31,Male,Bachelor's Degree ,Aerospace Engineering,Aerodynamics and fluid mechanics Materials science and engineering Control systems and instrumentation,media,Freelance,Vancouver,40000, IBM
979641,Kolten,26,Male,Master's Degree ,Communication Studies,Interpersonal communication and relationships Mass media and communication technology Organizational communication and management,media,Full-time,New York,35000, Oracle Corporation
971179,Lucinda,31,Female,Bachelor's degree,English Literature,Literary analysis and interpretation Creative writing and composition Rhetoric and composition theory,media,Full-time,London,30000, SAP SE
977971,Camryn,41,Male,Master's Degree ,Computer Science,"Java, Python, Data Structures",education,Contract,Chicago,65000, Adobe Inc
970073,Deven,23,Male,master's degree,Business,"Finance, Accounting, Microsoft Excel",media ,Full-time,Los Angeles,85000, Salesforcecom
987763,Noelia,23,Female,Master's Degree ,N/A,"Sales, Customer Service, Communication",media,Full-time,Toronto,30000, Workday Inc
979190,Marquise,0,Male,master's degree,Nursing,"Patient Care, Medical Terminology",media,Contract,Houston,45000, ServiceNow Inc
970519,Adira,26,Female,Master's Degree ,Marketing,"Digital Marketing, Social Media",Manufacturing,Full-time,Miami,70000, Zoom Video Communications
780883,Achilles,39,Female,"master""s degree",Public Health,"Epidemiology, Biostatistics, Data Analysis",media,Full-time,San Francisco,75000, Dropbox Inc
669969,Journi,23,male,Bachelor's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",education,Full-time,Austin,80000, DocuSign Inc
972484,Braelyn,40,female,Master's degree,Computer Science,"C++, Java, Web Development",Industry Interest,Contract,Boston,40000, Square Inc
969892,Tyshawn,37,female," bachelor""s degree",Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Technology,Part-time,New York,60000, Etsy Inc
937083,E,22,male,Associate's degree,Culinary Arts,"Cooking, Food Safety, Kitchen Management",Finance,Full-time,London,20000, PayPal Holdings Inc
158029,,25,female,Bachelor's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Retail,Freelance,Chicago,50000, Visa Inc
997341,Kadin,50,,Master's degree,IT,"Network Security, Troubleshooting, Linux",Healthcare,Full-time,Los Angeles,90000, Mastercard Inc
61175,Alisson,0,,Bachelor's degree,Marketing,"Market Research, Strategic Planning",Marketing,Full-time,Toronto,90000, American Express Company
971323,Ridge,32,,Master's degree,Environmental Sc.,"GIS, Environmental Sampling, Data Analysis",Healthcare,Internship,Washington DC,120000, Discover Financial Services
988504,Kyndall,29,,Bachelor's degree,Computer Science,"Java, Python, Data Structures",Engineering,Freelance,San Francisco,110000, Intuit Inc
962289,Leandro,21,,Associate's degree,Business,"Finance, Accounting, Microsoft Excel",Technology,Part-time,Seattle,100000, Uber Technologies Inc
19033,Natalee,31,,Bachelor's degree,N/A,"Sales, Customer Service, Communication",Architecture,Full-time,London,130000, Lyft Inc
977290,Dax,42,Male+D43B100D2:D67,Associate's degree,Nursing,"Patient Care, Medical Terminology",Hospitality,Full-time,Miami,150000, Airbnb Inc
961338,Tahlia,41,Female,Master's degree,Marketing,"Digital Marketing, Social Media",Finance,Contract,New York,65000, Expedia Group Inc
983003,Rowdy,29,Male,Bachelor's degree,Engineering,"MATLAB, SolidWorks, CAD",Technology,Full-time,Dallas,85000, Booking Holdings Inc
984184,Alaia,20,Female,Bachelor's degree,Psychology,"Counseling, Psychotherapy",Marketing,Full-time,Miami,30000, Tripadvisor Inc
985076,Devyn,25,Male,Master's degree,N/A,"Hospitality, Cooking, Time Management",Environmental Sc.,Contract,San Francisco,45000, Google (Alphabet Inc)
977920,Aylin,26,Female," bachelor""s degree",Graphic Design,"Adobe Photoshop, Illustrator",Technology,Part-time,Austin,70000, Facebook Inc
972841,Zyon,23,Male,Associate's degree,Education,"Curriculum Design, Teaching",Finance,Full-time,Boston,75000, Twitter Inc
968393,Fallyn,41,Female,Bachelor's degree,Marketing,"Marketing Analytics, Market Research, Advertising",Retail,Freelance,New York,80000, Snap Inc
991564,Kamarion,32,Male,Bachelor's degree,Mechanical Engineering,"CAD, FEA, Design for Manufacturing",Healthcare,Full-time,London,40000, Pinterest Inc
985925,Brinley,22,Female,Master's degree,Psychology,"Counseling, Research Methods, Communication",Marketing,Contract,Chicago,60000, Microsoft Corporation
983206,Dev,30,Female," bachelor""s degree",Finance,"Financial Analysis, Investment Management",Engineering,Part-time,Los Angeles,20000, Amazoncom Inc
982147,Milana,25,Male,Bachelor's degree,Journalism,"Writing, Editing, Social Media Management",Healthcare,Freelance,Toronto,65000,continue
962307,Korbin,19,Female,Master's degree,Civil Engineering,"AutoCAD, Construction Management, Project Planning",Hospitality,Full-time,Washington DC,50000, Netflix Inc
285355,Sariah,16,Male,Master's degree,Biology,"Lab Techniques, Research Methodology, Data Analysis",Creative,Full-time,Seattle,90000, Apple Inc
990473,Klayton,53,Male,Bachelor's degree,Economics,"Econometrics, Microeconomics, Statistical Analysis",Education,Contract,London,100000, Intel Corporation
962477,Novalee,33,Female,Bachelor's degree,Education,"Curriculum Design, Teaching, Classroom Management",Marketing,Part-time,Miami,65000, Cisco Systems Inc
967663,Karsyn,37,Male,Master's degree,Public Health,"Epidemiology, Biostatistics, Health Policy",Manufacturing,Full-time, New York,85000, Juniper Networks Inc
987618,Jovanny,36,Female,Bachelor's degree,Graphic Design,"Adobe Creative Suite, Illustration, Typography",Healthcare,Freelance, California,30000, F Networks Inc
960434,Aiyanna,28,Male,Bachelor's degree,Environmental Science,"GIS, Fieldwork, Environmental Policy",Finance,Full-time, Texas,45000, Fortinet Inc
989455,Kyran,45,Male,Bachelor's degree,International Business,"Cross-cultural Communication, Global Marketing",Media,Full-time, Florida,70000, Palo Alto Networks Inc
963468,Savanna,24,Female,Master's degree,Computer Science,"Java, Python, Data Structures",Construction,Internship, Ohio,75000, Symantec Corporation
957809,Koen,28,Male,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",Science,Freelance, Oregon,85000, McAfee LLC
563662,Jaqueline,20,Female,Master's degree,health,"medicals, Customer Service, Communication",Consulting,Part-time, Colorado,25000, Akamai Technologies Inc
960364,Jovany,26,Male,Bachelor's degree,Nursing,"Patient Care, Medical Terminology",Education,Full-time, Georgia,55000, Cloudflare Inc
985179,Alba,30,Female,Bachelor's degree,Marketing,"Digital Marketing, Social Media",Healthcare,Full-time, Michigan,65000, ZoomInfo Technologies Inc
966490,Azariah,32,Male,Master's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",Design,Contract, Arizona,55000, Okta Inc
966497,Kylah,38,Female,Bachelor's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Environment,Full-time," Alberta, Canada",35000, DocuSign Inc
595221,Davon,32,Male,Master's degree,Computer Science,"C++, Java, Web Development",Business,Contract," Sindh, Pakistan",45000, CrowdStrike Holdings Inc
